时间,城市居民排泄物未还田含磷量,城市居民排泄物进入生活污水的含磷量,农村生活垃圾含磷量,城市生活垃圾含磷量,城市、农村生活污水含磷量,城市未处理生活污水含磷量,城市、农村居民排泄物还田含磷量,农村居民排泄物未还田含磷量
1993,18785.25421,28177.88131,41476.33056,72437.84,128762.6577,5409.773374,156671.2767,39159.99199
1994,19349.27052,29023.90579,41640.10919,82004.48,132989.0486,4844.776982,157290.7449,39314.62403
1995,19918.38337,29877.57506,41769.38253,87929.04,135676.2758,5849.685738,157779.9086,39436.67781
1996,19118.76854,28678.15281,41350.45915,89201.296,137165.8102,7570.970429,146432.4509,36600.14658
1997,20218.10798,30327.16197,40909.18023,90491.68,134621.1896,8630.750699,144871.9428,36209.56148
1998,21324.6226,31986.93389,40411.52647,93128.48,136581.1438,10683.10286,143111.8524,35769.07785
1999,22421.39947,33632.09921,39869.64762,94061.1656,139335.5524,12458.529,141195.1677,35289.44967
2000,22056.93898,66170.81694,39285.97363,97388.56,139927.2395,14237.04186,104328.2863,69545.65551
2001,23093.81595,69281.44786,38666.82237,110996.096,143530.0922,16406.02038,102684.6764,68449.60833
2002,24125.88812,72377.66436,38024.34359,112476,144709.8422,19283.73876,100979.1214,67312.26582
2003,25165.64798,75496.94393,37348.81749,122421.68,144634.8064,21611.9181,99185.8171,66116.42158
2004,26081.92434,78245.77302,36791.87295,127796.632,145958.7671,24773.02466,97707.33494,65130.49532
2005,27008.77127,81026.31381,36227.63856,128354.48,146018.5163,30083.38669,96209.50029,64131.66426
2006,28006.24884,84018.74652,35555.0284,122574.12,145683.2243,34273.33773,94423.92013,62940.98194
2007,29132.97567,87398.92702,34746.34104,125371.6,142211.103,40873.91683,92277.06317,61509.41012
2008,29983.4262,89950.2786,34213.21001,127209.12,139128.4166,47951.50766,90861.78525,60565.63952
2009,30996.75963,92990.27889,33503.17862,129648.16,136553.8238,54288.15191,88976.84521,59308.71258
2010,32181.6246,96544.87381,32616.24687,130233.2,131254.659,62763.24445,86622.24692,57738.62931
2011,33191.11419,99573.34256,31908.15944,135094.8,131477.232,67513.04394,84742.46709,56485.14366
2012,34201.56473,102604.6942,31211.24978,140746.616,115906.195,66674.70166,82892.36872,55251.44535
