"时间","出口消费品","进入废水处理系统废水磷量","进入内陆水体废水磷量","固废磷量","饲料用于水产养殖磷量 ","饲料用于畜禽养殖磷磷量 平衡N8","磷副产品还田量","居民消费食物磷含量","非食品消费磷量"
"1680","0.01144907386056","0","0.019059664838438","-0.018936702732518","0","0","0.020881882499999997","0.5038456409162899","0"
"1681","0.0114119114004","0","0.018997805092","-0.01887484298608","0","0","0.020881882499999997","0.5026272938633773","0"
"1682","0.01158752224224","0","0.019290122716362","-0.019167160610442","0","0","0.020881882499999997","0.5083845804570191","0"
"1683","0.01185895393536","0","0.019741941450198","-0.019618979344278","0","0","0.020881882499999997","0.5172832912118979","0"
"1684","0.0121297783992","0","0.0201927494019","-0.02006978729598","0","0","0.020881882499999997","0.526162094325733","0"
"1685","0.012180299913600002","0","0.02027684631231","-0.02015388420639","0","0","0.020881882499999997","0.5278184090718856","0"
"1686","0.012181271481119998","0","0.020278463561656","-0.020155501455736","0","0","0.020881882499999997","0.5278502612457825","0"
"1687","0.01218370039992","0","0.020282506681216","-0.020159544575296","0","0","0.020881882499999997","0.5279298918201827","0"
"1688","0.012187951008239996","0","0.020289582143032003","-0.020166620037112004","0","0","0.020881882499999997","0.5280692451823292","0"
"1689","0.01219220161656","0","0.020296657605848","-0.020173695499928","0","0","0.020881882499999997","0.5282085986789167","0"
"1690","0.01219268740032","0","0.020299501038296","-0.020142105402296","0","0","0.044368471199999995","0.6727476448194631","0"
"1691","0.012193173184080001","0","0.020300309661774","-0.020142914025774","0","0","0.044368471199999995","0.6727635708892902","0"
"1692","0.01219353752232","0","0.020300916131096","-0.020143520495096","0","0","0.044368471199999995","0.6727755154217754","0"
"1693","0.0121949948736","0","0.020303342003920002","-0.02014594636792","0","0","0.044368471199999995","0.6728232938226466","0"
"1694","0.012196452224880002","0","0.020305767874134","-0.020148372238134","0","0","0.044368471199999995","0.6728710720775395","0"
"1695","0.01220835392784","0","0.020325579167782003","-0.020168183531782003","0","0","0.044368471199999995","0.6732612616845708","0"
"1696","0.0122202556308","0","0.020345390457820006","-0.020187994821820005","0","0","0.044368471199999995","0.673651451280065","0"
"1697","0.012220498523520001","0","0.020345794769596","-0.020188399133595998","0","0","0.044368471199999995","0.6736594142525023","0"
"1698","0.012220498523520001","0","0.020345794769596","-0.020188399133595998","0","0","0.044368471199999995","0.6736594142525023","0"
"1699","0.01222061996904","0","0.020345996927142004","-0.020188601291142003","0","0","0.044368471199999995","0.6736633958125502","0"
"1700","0.01222061996904","0","0.020345996927142004","-0.020188601291142003","0","0","0.044368471199999995","0.6736633958125502","0"
"1701","0.01222074141456","0","0.020346199081188","-0.020188803445188","0","0","0.044368471199999995","0.673667377372598","0"
"1702","0.012220862860080001","0","0.020346401237844","-0.020189005601844","0","0","0.044368471199999995","0.6736713587754986","0"
"1703","0.01222098430728","0","0.020346603391964004","-0.020189207755964004","0","0","0.044368471199999995","0.6736753403338664","0"
"1704","0.01222147009104","0","0.020347412018942","-0.020190016382942","0","0","0.044368471199999995","0.6736912664148623","0"
"1705","0.01222159153656","0","0.020347614172988","-0.020190218536988","0","0","0.044368471199999995","0.6736952479749101","0"
"1706","0.012458168242800001","0","0.020741414124900003","-0.020584018488900003","0","0","0.044368471199999995","0.6814512606800598","0"
"1707","0.01269948134112","0","0.021143098161996","-0.020985702525996","0","0","0.044368471199999995","0.68936255297433","0"
"1708","0.012945287940480001","0","0.021552261972574004","-0.021394866336574003","0","0","0.044368471199999995","0.697421161591647","0"
"1709","0.01312490649792","0","0.021851250747976003","-0.021693855111976003","0","0","0.044368471199999995","0.7033098385861667","0"
"1710","0.01353247909944","0","0.022529686394112","-0.022372290758112","0","0","0.044368471199999995","0.7166718400134005","0"
